ID,Nome,Tipo,Documento,Email,Telefone,Endereco,Status
2239,Hellena Araújo,Fornecedor,92.710.863/0001-70,ana-clara37@example.org,0300 317 4283,"Pátio Cunha, 40, São Jorge 3ª Seção, 44870198 da Conceição / TO",Ativo
2240,Arthur Pacheco,Fornecedor,10.834.592/0001-09,jrocha@example.net,(051) 7315-1249,"Pátio Helena Novaes, 40, Itatiaia, 24426-481 Santos de Almeida / RJ",Ativo
2241,Sr. Danilo Freitas,Fornecedor,45.297.638/0001-74,cassianorebeca@example.com,84 5382 5919,"Estrada de Jesus, Urca, 20197087 Pastor do Galho / MA",Ativo
2242,Srta. Sophie da Mota,Cliente,79.302.618/0001-66,email_invalid,ABC123,"Favela de Castro, 515, Cinquentenário, 27699942 Ramos do Campo / PE",ativo
2243,Sr. Valentim Rios,Fornecedor,23.796.450/0001-38,yteixeira@example.org,0900 345 0785,"Via Fonseca, 9, São Lucas, 84196-673 das Neves / RJ",Ativo
2244,Ester Vieira,Fornecedor,53.740.198/0001-06,luan95@example.org,(031) 1990 4307,"Recanto Camargo, 64, Gutierrez, 97481-834 Vargas do Norte / RS",Ativo
2245,Fernando da Luz,Fornecedor,36.495.702/0001-30,wmartins@example.net,31 4066 3428,"Lago Asafe da Rocha, 97, Inconfidência, 58629-550 Cavalcante / AC",Ativo
2246,Caleb Alves,Fornecedor,80.792.316/0001-00,ribeirorafael@example.com,+55 (081) 3240 6365,"Núcleo de Cardoso, Vila Oeste, 76216950 Fernandes Alegre / CE",Inativo
2247,Léo Costela,Fornecedor,847.903.125-50,email_invalid,ABC123,"Trecho Kaique Azevedo, 52, Delta, 03849-916 Pacheco / DF",
2248,Vitor da Luz,Cliente,708.249.631-13,stephanyaragao@example.org,0900-294-9830,"Vila Souza, 801, Serra Do Curral, 62008-182 Fernandes do Campo / AP",Inativo
2249,Lucas Gabriel Costela,Fornecedor,31.602.574/0001-63,peixotohellena@example.com,0500-899-2664,"Vila da Mota, 24, Jardinópolis, 81608650 Nascimento / RS",Inativo
2250,Alana da Rocha,Cliente,849.120.563-24,tfonseca@example.net,+55 (081) 7195-2140,"Ladeira Fernanda da Rocha, 98, Vila Boa Vista, 95340-034 Barros Grande / MT",Inativo
2251,Dr. Otto da Cruz,Cliente,397.461.582-28,olivia93@example.net,+55 61 1374-2030,"Condomínio de da Mata, 189, Tupi A, 72879261 Borges de Pires / GO",Ativo
2252,Matteo Borges,Cliente,16.043.825/0001-23,email_invalid,ABC123,"Pátio Yasmin Sá, Embaúbas, 86292760 Alves de da Rocha / GO",Desativo
2253,Mirella Cirino,Fornecedor,79.183.524/0001-15,guerraraul@example.com,+55 (031) 4287-3779,"Lago de Guerra, Coração De Jesus, 46510-896 Cardoso de Freitas / MT",Inativo
2254,Ana Lívia Ribeiro,Fornecedor,73.609.512/0001-23,haragao@example.org,+55 (051) 9664 0200,"Largo Bernardo Nascimento, 36, Pompéia, 39339-753 Nascimento / BA",Inativo
2255,Dra. Milena Santos,Fornecedor,74.691.238/0001-47,lopesluigi@example.net,(061) 8395-0965,"Vereda de Mendonça, 70, Lagoinha Leblon, 21022-832 Garcia / AM",Ativo
2256,Pietra Marques,Cliente,984.615.702-94,brunooliveira@example.org,0500-235-3639,"Praia Fernandes, 6, Granja De Freitas, 75351-832 Macedo de Barbosa / PB",Inativo
2257,Davi Pimenta,Fornecedor,02.943.856/0001-26,fogacalorena@example.com,51 7991 7430,"Avenida de Nunes, Coração Eucarístico, 15242172 Cunha de Nascimento / PR",Inativo
2258,Anna Liz Novaes,Cliente,578.164.203-07,uda-cruz@example.com,(011) 5219 0878,"Praia Duarte, 7, Pirineus, 47820590 Araújo / PR",Ativo
2259,Davi Miguel Freitas,Cliente,793.215.806-03,davi-miguelrocha@example.org,+55 (011) 0727 4296,"Praia de da Costa, 47, Caiçaras, 16572-967 Sampaio / PI",Inativo
2260,Ayla Dias,Cliente,026.357.894-10,novaessamuel@example.net,+55 (011) 1276 9305,"Residencial Leão, 42, Pompéia, 94388-969 Sá Grande / TO",Inativo
2261,Srta. Maria Vitória Câmara,Fornecedor,64.923.170/0001-20,silvadanilo@example.org,(081) 3911 5105,"Passarela Machado, 20, Sport Club, 50249897 Sampaio do Amparo / SP",Ativo
2262,Dr. Diego Aragão,Fornecedor,83.769.240/0001-82,joao61@example.com,41 8857-5565,"Chácara de Viana, 75, Castanheira, 40845-322 Gomes Verde / RJ",Inativo
2263,Léo Moreira,Fornecedor,71.643.029/0001-30,gpereira@example.com,0900 238 7226,"Alameda Fonseca, 82, Vila Engenho Nogueira, 93737401 Lopes / PE",Inativo
2264,Murilo Vieira,Cliente,174.930.528-32,isis65@example.org,(041) 1630 7882,"Parque de Nogueira, 5, Vila Califórnia, 71129-448 Moraes / MA",Inativo
2265,André Rezende,Fornecedor,56.380.274/0001-08,vfogaca@example.com,(061) 0034-3388,"Pátio Nascimento, 109, Pindorama, 30013565 Mendes / PR",Ativo
2266,Hellena Camargo,Cliente,306.917.524-43,eduardomontenegro@example.org,+55 41 5706 7960,"Fazenda Cecília Pinto, 63, Vila São Gabriel, 31499-903 Campos / AC",Inativo
2267,Isadora Ribeiro,Fornecedor,238.461.057-08,email_invalid,ABC123,"Feira de Lima, 32, Vila Nova Cachoeirinha 1ª Seção, 03990-532 Montenegro do Campo / PB",ativo
2268,Otávio Fogaça,Cliente,372.895.164-19,bpires@example.org,+55 (041) 4204 6489,"Núcleo Gomes, 139, Vila São João Batista, 63635-047 Cavalcante / AC",Inativo
2269,Melissa Silva,Fornecedor,70.218.639/0001-23,maria-isisfreitas@example.com,+55 61 2413 4214,"Pátio Fonseca, 79, Camargos, 60968604 Cavalcanti / PB",Ativo
2270,Isabella Gomes,Cliente,826.915.704-01,estermonteiro@example.com,+55 (021) 9908 0746,"Avenida Garcia, 33, Itaipu, 55195400 Novaes de Goiás / TO",Ativo
2271,Bento Silva,Fornecedor,27.036.984/0001-17,dmoreira@example.net,+55 21 9429-5609,"Aeroporto Alexia Ribeiro, 6, Antonio Ribeiro De Abreu 1ª Seção, 39673490 da Luz / AL",Inativo
2272,Amanda da Rosa,Fornecedor,782.519.064-58,email_invalid,ABC123,"Recanto Mirella Peixoto, 36, Betânia, 82534-023 da Mata Paulista / AL",
2273,Ana Julia Lopes,Cliente,750.942.168-30,peixotobrayan@example.com,11 9778-4575,"Núcleo de Moura, 42, Providencia, 31037-969 Novais dos Dourados / MA",Ativo
2274,Maria Fernanda das Neves,Fornecedor,895.647.012-01,email_invalid,ABC123,"Residencial Bella Marques, 91, Monte São José, 43315560 Pastor das Pedras / PI",Desativo
2275,Ana Beatriz Monteiro,Fornecedor,21.734.695/0001-05,maria-lizguerra@example.com,+55 11 5799-4514,"Fazenda Farias, 47, Caiçara - Adelaide, 73476-429 Fernandes de Novaes / MT",Ativo
2276,Isabela da Cunha,Fornecedor,02.945.687/0001-63,ravi-lucca74@example.org,+55 (061) 5647-9533,"Lago Macedo, 17, Casa Branca, 05256509 Fonseca / RN",Ativo
2277,Raul Mendes,Fornecedor,40.319.756/0001-12,lauracostela@example.org,0800 698 2951,"Morro Duarte, 89, Vila Jardim São José, 91456476 Rocha da Praia / MG",Ativo
2278,Srta. Marina Cassiano,Cliente,357.081.964-75,anna-liz65@example.net,+55 84 0779 5306,"Feira Yuri Garcia, 9, Conjunto Califórnia Ii, 72190-498 Azevedo / PE",Inativo
2279,Maria Luiza Souza,Cliente,058.214.693-33,pereiralavinia@example.net,(084) 6940 2360,"Estrada Silva, 13, Marmiteiros, 73024682 Rodrigues / CE",Ativo
2280,Brenda Costa,Cliente,489.013.625-89,luiz-miguelabreu@example.net,61 6193 7382,"Rua Lara Melo, 3, São João Batista, 32547-757 Abreu dos Dourados / RO",Inativo
2281,Alana Novais,Cliente,398.120.765-30,gfonseca@example.com,+55 (041) 3705 6174,"Loteamento Albuquerque, 80, Buraco Quente, 92721-857 Cassiano da Serra / BA",Inativo
2282,Lunna Almeida,Fornecedor,57.642.189/0001-33,hcaldeira@example.com,(071) 6536-6590,"Trevo Ana Vitória Moraes, 8, Andiroba, 62726-706 da Mota / SC",Inativo
2283,Benjamim Pires,Cliente,618.905.374-20,sophiapeixoto@example.org,0500-624-2077,"Chácara de Lima, 24, Vila Ecológica, 74702766 Leão / PE",Ativo
2284,Marina Sampaio,Fornecedor,125.873.690-02,email_invalid,ABC123,"Estação Cassiano, 561, Coração De Jesus, 65134-662 Costela / PE",
2285,Luísa Pereira,Cliente,073.561.842-90,fernanda41@example.net,+55 (031) 8720-3567,"Largo de Lopes, 96, Jardim América, 51893687 Macedo de Moreira / MA",Ativo
2286,Srta. Catarina da Cruz,Cliente,20.186.945/0001-57,email_invalid,ABC123,"Morro Maya das Neves, 28, Aparecida, 62416022 Peixoto da Praia / SP",Desativo
2287,Ryan Duarte,Cliente,079.382.614-40,slopes@example.net,+55 (071) 2238-8508,"Ladeira Gomes, Pompéia, 94103952 Vieira de Cavalcante / PA",Inativo
2288,Matheus Marques,Cliente,593.610.742-61,joao-miguelda-costa@example.net,(061) 3713 3773,"Favela Costela, 24, Providencia, 11090-370 Pereira / PB",Ativo
2289,Sra. Ísis da Rosa,Cliente,245.973.801-32,anthony-gabriel68@example.org,(031) 8129 4079,"Trevo de Aragão, 33, Itapoa, 95765-771 Ribeiro do Amparo / MS",Ativo
2290,Maria Vitória Câmara,Cliente,374.128.950-79,qcastro@example.net,21 4488 2748,"Recanto Cardoso, 5, Camponesa 2ª Seção, 45082035 Aparecida do Amparo / AM",Ativo
2291,Isabela Pires,Cliente,504.769.312-07,meloluigi@example.org,51 8609 5688,"Condomínio de da Luz, 66, Teixeira Dias, 02429020 da Rosa da Prata / CE",Ativo
2292,Lucca Azevedo,Cliente,941.823.507-23,agathamonteiro@example.com,11 8438 1735,"Condomínio Novaes, 41, Garças, 99329-016 da Luz / RJ",Ativo
2293,Srta. Luiza Porto,Fornecedor,19.248.053/0001-54,vmarques@example.net,81 0249-8864,"Campo Macedo, 6, Conjunto Santa Maria, 57405908 da Rosa / RS",Inativo
2294,Mariah Ribeiro,Fornecedor,24.067.895/0001-40,henry53@example.org,+55 (071) 3840 6968,"Conjunto de Rezende, 97, Flavio De Oliveira, 81113-253 Mendonça Verde / GO",Ativo
2295,Dante Aragão,Cliente,594.781.026-30,silvamaria-laura@example.com,+55 11 8494-4367,"Largo de Jesus, 673, Goiania, 18421-520 Cirino / RJ",Ativo
2296,Melina Rodrigues,Cliente,94.812.753/0001-45,email_invalid,ABC123,"Residencial de Viana, 52, Juliana, 17365-734 Lima / ES",Desativo
2297,Caroline Guerra,Fornecedor,76.230.915/0001-55,oliver60@example.org,+55 84 6481 3353,"Morro Maria Luísa Vargas, 28, Santa Rosa, 18959633 Nunes / SE",Ativo
2298,Srta. Sophie Almeida,Cliente,412.089.536-05,ana-luiza45@example.net,0500-891-2633,"Largo Manuella Correia, 717, Belmonte, 14186-494 Martins de Goiás / GO",Ativo
2299,Anthony Gabriel Cassiano,Cliente,530.192.876-77,pereiramariah@example.com,+55 84 4938 7085,"Trecho Alves, 72, Jardim Atlântico, 39187-598 Costela de Vasconcelos / RS",Inativo
2300,Felipe Nunes,Cliente,418.930.652-51,costeladavi-miguel@example.org,+55 (071) 4727-6733,"Distrito Campos, 7, Vila Dos Anjos, 52223-451 Santos do Galho / PB",Ativo
2301,Maria Clara Gonçalves,Fornecedor,85.693.401/0001-27,jpacheco@example.org,+55 (011) 5475-5097,"Vale Arthur Gabriel Nascimento, 857, Marieta 3ª Seção, 61759840 Machado das Pedras / RS",Ativo
2302,José Caldeira,Cliente,027.913.465-70,henrique30@example.org,+55 (051) 4507 0335,"Travessa de Aparecida, 1, Vila Canto Do Sabiá, 07580626 Ribeiro / PI",Inativo
2303,Théo Camargo,Cliente,173.685.942-00,mendoncabenjamin@example.com,+55 51 4056 0559,"Rua Cunha, 962, Santa Inês, 14144925 Moura Paulista / AC",Ativo
2304,Manuela Vargas,Cliente,14.876.239/0001-34,email_invalid,ABC123,"Travessa Fonseca, 35, Vila União, 39413-280 Correia / SP",ativo
2305,Rebeca Nascimento,Cliente,412.653.890-98,gda-costa@example.net,81 5507 0182,"Distrito de Pimenta, 93, São Vicente, 31837349 Nascimento / AC",Inativo
2306,Henrique Rezende,Cliente,538.047.612-08,isabelmontenegro@example.net,+55 (081) 7378 4802,"Estrada da Rocha, 18, Belvedere, 20604-305 Mendonça das Pedras / TO",Inativo
2307,Vinicius da Luz,Fornecedor,23.059.486/0001-39,theo87@example.org,(011) 6092-7445,"Jardim de Borges, 469, Ipe, 59911028 da Mota / RS",Ativo
2308,Ana Cecília da Rocha,Cliente,073.196.584-10,maria-luizacampos@example.net,+55 71 8498-7549,"Vila de Novaes, 5, Jardim Vitoria, 76486203 Casa Grande / TO",Inativo
2309,Helena Viana,Fornecedor,07.361.842/0001-18,gramos@example.net,61 7950-3443,"Morro de Pastor, 2, Guaratã, 76967-944 Guerra / BA",Ativo
2310,Theodoro Almeida,Fornecedor,86.753.421/0001-09,murilo46@example.org,31 8096 8316,"Largo Teixeira, 56, Lagoa, 77925-551 da Rocha / CE",Ativo
2311,Mariane Correia,Cliente,590.367.812-21,grezende@example.com,+55 (021) 7223 2093,"Quadra Gael Henrique Farias, 8, Vila Nova Gameleira 2ª Seção, 23630-386 Camargo / PE",Ativo
2312,Marina Nascimento,Cliente,143.075.682-90,felipemelo@example.com,(031) 9124 7627,"Pátio Costa, 32, Santa Cruz, 16994-201 Aparecida Alegre / PR",Inativo
2313,Davi Costela,Fornecedor,812.765.930-40,email_invalid,ABC123,"Colônia Costela, 32, Santa Terezinha, 93339870 Moura da Serra / RJ",Desativo
2314,Sra. Sofia Fernandes,Fornecedor,27.653.489/0001-57,freitasheloisa@example.org,51 6250 4977,"Área Gael Henrique Brito, 21, Vila Madre Gertrudes 4ª Seção, 40191-085 Melo do Campo / ES",Inativo
2315,Nicole Lima,Cliente,092.174.568-02,britoana-julia@example.org,41 9085 7003,"Largo de Santos, 9, Vila Santa Monica 1ª Seção, 31416757 da Rosa do Amparo / RR",Inativo
2316,Bárbara Pinto,Fornecedor,62.015.847/0001-05,dnovaes@example.org,+55 (061) 8913-4470,"Morro Luan Jesus, 50, Lourdes, 11878-587 Fogaça Paulista / PB",Inativo
2317,Dr. Kaique Monteiro,Cliente,965.137.082-30,jesusleandro@example.com,+55 71 2971 0409,"Viela Ana Cecília Novais, 13, Cidade Jardim, 34346194 Pastor de Gonçalves / MG",Ativo
2318,Maria Laura Aragão,Cliente,576.293.084-00,freitasgabriel@example.net,(031) 1472 1952,"Parque Yuri Farias, São Paulo, 68229786 Lima / RN",Inativo
2319,João Felipe Martins,Cliente,420.615.937-80,ana-liviada-paz@example.net,81 3979-8326,"Favela Antonella Lopes, 590, Ouro Preto, 07831-852 Camargo / AC",Ativo
2320,Leandro Nunes,Fornecedor,48.931.706/0001-01,ngarcia@example.net,51 6263 6091,"Trevo Stella Silva, 21, Antonio Ribeiro De Abreu 1ª Seção, 75595-861 Barbosa / MG",Ativo
2321,Gael Henrique Novais,Fornecedor,18.472.693/0001-80,davi-luccamendonca@example.net,+55 (011) 3281-4709,"Sítio Fernandes, 79, São João, 89506-053 Costa da Prata / PA",Ativo
2322,Otávio Andrade,Cliente,632.571.894-19,joao25@example.com,51 7295 4672,"Vale Costela, Estrela, 05456-963 Araújo / ES",Inativo
2323,Mariah Pastor,Fornecedor,94.867.215/0001-58,leonovais@example.com,51 2719 1866,"Feira Azevedo, 43, Betânia, 46146588 Oliveira / PB",Inativo
2324,Júlia Pires,Fornecedor,15.983.072/0001-73,lorenacavalcante@example.com,+55 21 9634 0516,"Estrada Porto, 46, Conjunto Taquaril, 17815532 Cavalcante / RR",Inativo
2325,Isabelly Siqueira,Cliente,920.376.418-69,ryancasa-grande@example.net,+55 81 7103 9181,"Morro de Pires, 144, Capitão Eduardo, 08688528 Fogaça / PA",Inativo
2326,Srta. Sara Silveira,Fornecedor,35.978.146/0001-90,dante12@example.net,+55 84 3306 1078,"Setor Marques, 907, Jonas Veiga, 15636855 Aragão de Minas / RJ",Inativo
2327,Murilo Novais,Fornecedor,70.634.812/0001-74,piresnicole@example.org,+55 84 1559-6078,"Via de da Costa, 1, Pantanal, 55090-296 Souza do Sul / SP",Ativo
2328,Maria Fernanda Porto,Fornecedor,51.962.873/0001-16,mirella39@example.net,+55 21 9718 0729,"Travessa Pedro Lucas Rocha, 66, Vitoria Da Conquista, 77069-432 Moura / SP",Inativo
2329,Srta. Bella Camargo,Cliente,076.231.945-34,levi58@example.net,84 2566 1278,"Viela Ravi Lucca Sampaio, 24, Carlos Prates, 02236813 Rios de Mendonça / PB",Ativo
2330,Pietra Marques,Fornecedor,02.897.364/0001-41,karaujo@example.com,+55 (084) 9456 0529,"Morro de Silva, 53, Marajó, 90237795 Aragão / PE",Ativo
2331,Luiz Miguel Oliveira,Fornecedor,57.892.634/0001-13,calebe41@example.net,41 6866-3116,"Praia de Sousa, 842, Vila Nova Cachoeirinha 1ª Seção, 00102955 da Costa dos Dourados / AM",Ativo
2332,Dr. Thales Siqueira,Cliente,305.172.894-23,vargasleo@example.com,41 1120 6957,"Vereda Cavalcanti, 35, Vila Independencia 2ª Seção, 50452038 Cunha de Minas / AC",Ativo
2333,Srta. Bianca Pacheco,Cliente,593.180.274-60,pedro-miguelsouza@example.net,+55 51 6655 9730,"Praça de Fogaça, 836, Tirol, 03412908 Melo / MS",Inativo
2334,Maria Luiza Martins,Fornecedor,03.867.241/0001-20,andradeisis@example.net,(041) 5053-1574,"Condomínio Novais, 44, Alta Tensão 2ª Seção, 67956346 Vieira de Minas / PB",Inativo
2335,Otto da Rosa,Cliente,70.193.486/0001-07,email_invalid,ABC123,"Feira Bernardo Macedo, 99, Xodo-Marize, 00446-879 Araújo / BA",Desativo
2336,Isadora da Conceição,Fornecedor,50.934.681/0001-33,rochadanilo@example.com,+55 11 0884-7409,"Setor de Sousa, 81, Venda Nova, 75346054 Andrade / AP",Inativo
2337,Ágatha Dias,Fornecedor,46.532.089/0001-38,danilo65@example.com,0300 108 8291,"Estação Vieira, 4, Jardim Atlântico, 44653-507 Vargas / DF",Ativo
2338,Davi Lucca Mendonça,Fornecedor,40.781.593/0001-95,fernanda41@example.com,71 7837 9646,"Aeroporto João Lucas Silveira, 56, São Bernardo, 97667499 Moraes / RN",Ativo
2339,Mathias da Rocha,Cliente,029.367.481-78,da-cruzemilly@example.org,+55 (081) 5921 6519,"Condomínio de Alves, 15, Jardim Guanabara, 66785585 Martins / TO",Inativo
2340,Dr. Lucca Carvalho,Cliente,906.173.854-75,agathafreitas@example.org,(031) 0572-5341,"Trevo Siqueira, 44, Novo Santa Cecilia, 97652021 Aparecida / MG",Ativo
2341,Cauã Araújo,Fornecedor,48.956.230/0001-55,nicolasporto@example.org,+55 11 0090-0466,"Quadra Fonseca, 59, Vila Santa Monica 2ª Seção, 92451907 Monteiro / MA",Ativo
2342,Maria Julia Garcia,Fornecedor,831.290.567-77,email_invalid,ABC123,"Campo de Brito, 7, Acaiaca, 37397-628 Teixeira Grande / PR",ativo
2343,Maria Eduarda Porto,Fornecedor,52.071.936/0001-07,carolina95@example.net,61 4992-7234,"Aeroporto de Campos, Conjunto São Francisco De Assis, 73709547 da Mata de Almeida / MT",Inativo
2344,Noah Viana,Cliente,54.097.683/0001-76,email_invalid,ABC123,"Ladeira Moura, 39, Vila Da Luz, 36680061 Alves / MT",Desativo
2345,Sabrina Guerra,Fornecedor,36.092.148/0001-40,jesusluiz-gustavo@example.com,84 6594 4576,"Avenida Cirino, 71, Vila Jardim Leblon, 58190644 Costa / PA",Inativo
2346,Lara Cassiano,Fornecedor,904.127.836-22,email_invalid,ABC123,"Pátio Davi Luiz Pires, 71, Morro Dos Macacos, 94506192 Mendes das Flores / BA",
2347,Melissa Moraes,Fornecedor,07.461.328/0001-54,da-cruzmaria-flor@example.org,0300 984 9107,"Condomínio Samuel Vargas, 31, Vila Trinta E Um De Março, 52051238 Casa Grande / PI",Inativo
2348,José Miguel Brito,Fornecedor,70.384.216/0001-83,ribeiromaria-fernanda@example.net,61 6580 4687,"Fazenda Fernando Jesus, 48, Pedreira Padro Lopes, 42549-585 Pires / AP",Inativo
2349,Ana Liz da Mota,Cliente,457.108.623-71,babreu@example.net,51 9627 1895,"Fazenda de Cirino, Tupi A, 08938931 Cavalcanti de Minas / PA",Ativo
2350,Srta. Luana Oliveira,Cliente,936.405.821-60,da-conceicaomatteo@example.com,+55 21 4156-1159,"Condomínio Casa Grande, Vila Ouro Minas, 52632-258 Rios de Peixoto / AP",Inativo
2351,Srta. Manuella Moura,Fornecedor,14.325.798/0001-56,jbrito@example.org,(031) 6829 2439,"Lagoa Emanuella Araújo, 58, Taquaril, 06454-367 Rios de da Luz / RJ",Ativo
2352,Catarina Barros,Cliente,692.304.185-60,joao88@example.net,0800 297 2876,"Via da Costa, 898, Flamengo, 46269823 Aparecida / RJ",Ativo
2353,Antônio Albuquerque,Cliente,258.460.179-67,ravileao@example.org,+55 51 8346 9697,"Setor da Mata, 93, Jardim Dos Comerciarios, 05617-143 Montenegro da Serra / BA",Inativo
2354,Aurora Vieira,Fornecedor,91.074.286/0001-05,jadecastro@example.com,+55 21 4338-5817,"Via da Mota, 67, Ipe, 20807-803 Martins / RO",Ativo
2355,Allana Cassiano,Fornecedor,50.193.846/0001-63,carlos-eduardomoura@example.com,61 1393-9214,"Estação Dante Pereira, Califórnia, 72798-347 Fogaça / RR",Inativo
2356,Maria Liz da Rosa,Cliente,506.134.798-66,piresolivia@example.net,+55 (031) 8017-0590,"Fazenda de Carvalho, 38, Conjunto Serra Verde, 19302-808 Carvalho / RS",Inativo
2357,Gael Barbosa,Fornecedor,23.890.547/0001-05,kmarques@example.com,+55 (041) 0539-3631,"Chácara Gonçalves, Vila Nova Cachoeirinha 1ª Seção, 23714-041 da Luz / RR",Ativo
2358,Ana Liz Moraes,Fornecedor,76.491.082/0001-86,sophiagoncalves@example.net,+55 11 7372 9236,"Sítio Gustavo Henrique Sá, 181, Vila Nova Cachoeirinha 3ª Seção, 26141-002 Freitas / AM",Ativo
2359,Srta. Jade Jesus,Fornecedor,14.923.067/0001-02,uda-luz@example.net,+55 (051) 0432-1422,"Vereda Benjamim Pires, 2, Lagoa, 06448373 Nogueira da Prata / SC",Inativo
2360,Breno Albuquerque,Fornecedor,06.983.174/0001-06,mendoncaotavio@example.com,+55 (084) 3965 2148,"Recanto Martins, 8, São Jorge 3ª Seção, 84985309 Azevedo / RN",Inativo
2361,Rodrigo Câmara,Cliente,01.628.795/0001-40,email_invalid,ABC123,"Morro de Pinto, 49, Boa Viagem, 30586-558 Duarte / MS",Desativo
2362,Gustavo Jesus,Cliente,240.159.378-05,joaquimbrito@example.com,+55 21 9314 9789,"Alameda de Novaes, 52, Nazare, 44344-849 Ferreira de Rezende / SC",Ativo
2363,Enzo Ribeiro,Cliente,596.043.172-61,antony28@example.com,0300-632-4506,"Largo Maysa Porto, 3, Mirtes, 57056-697 Aragão de Goiás / CE",Inativo
2364,Luiz Miguel Cunha,Fornecedor,37.492.518/0001-08,csilveira@example.com,0500 939 5449,"Ladeira de da Conceição, 71, Vila Ouro Minas, 34986957 Campos / MS",Inativo
2365,Ana Sophia Macedo,Fornecedor,23.148.670/0001-55,leonardocirino@example.com,+55 31 0021 3319,"Conjunto de Silva, 6, Sion, 69237-133 Vasconcelos do Galho / RO",Ativo
2366,Henry Rezende,Cliente,253.460.718-90,theo31@example.net,(011) 6639-8922,"Alameda Marques, 4, São Bento, 95627866 Vasconcelos de Araújo / MG",Ativo
